,family,father,mother,gender,height,kids,male,female,midparental_height
871,198,64.0,64.0,F,64.0,7,0.0,1.0,64.0
872,198,64.0,64.0,F,62.0,7,0.0,1.0,64.0
873,198,64.0,64.0,F,62.0,7,0.0,1.0,64.0
874,198,64.0,64.0,F,61.0,7,0.0,1.0,64.0
875,199,64.0,64.0,M,70.5,7,1.0,0.0,64.0
876,199,64.0,64.0,M,68.0,7,1.0,0.0,64.0
877,199,64.0,64.0,F,67.0,7,0.0,1.0,64.0
878,199,64.0,64.0,F,65.0,7,0.0,1.0,64.0
879,199,64.0,64.0,F,64.0,7,0.0,1.0,64.0
880,199,64.0,64.0,F,64.0,7,0.0,1.0,64.0
881,199,64.0,64.0,F,60.0,7,0.0,1.0,64.0
882,200,64.0,63.0,M,64.5,1,1.0,0.0,63.5
883,201,64.0,60.0,M,66.0,2,1.0,0.0,62.0
884,201,64.0,60.0,F,60.0,2,0.0,1.0,62.0
885,203,62.0,66.0,M,64.0,3,1.0,0.0,64.0
886,203,62.0,66.0,F,62.0,3,0.0,1.0,64.0
887,203,62.0,66.0,F,61.0,3,0.0,1.0,64.0
888,204,62.5,63.0,M,66.5,2,1.0,0.0,62.75
889,204,62.5,63.0,F,57.0,2,0.0,1.0,62.75
890,136A,68.5,65.0,M,72.0,8,1.0,0.0,66.75
891,136A,68.5,65.0,M,70.5,8,1.0,0.0,66.75
892,136A,68.5,65.0,M,68.7,8,1.0,0.0,66.75
893,136A,68.5,65.0,M,68.5,8,1.0,0.0,66.75
894,136A,68.5,65.0,M,67.7,8,1.0,0.0,66.75
895,136A,68.5,65.0,F,64.0,8,0.0,1.0,66.75
896,136A,68.5,65.0,F,63.5,8,0.0,1.0,66.75
897,136A,68.5,65.0,F,63.0,8,0.0,1.0,66.75
