Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,06/10/2016 04:00:00 PM,17.7,1.45,,0.154,3,11,06/10/2016 4:00 PM,CalumetBeach201606101600
Calumet Beach,07/14/2015 11:00:00 PM,20.3,3.05,,0.325,7,11.5,07/14/2015 11:00 PM,CalumetBeach201507142300
Montrose Beach,07/14/2015 11:00:00 PM,18.8,27.78,,0.587,7,11.2,07/14/2015 11:00 PM,MontroseBeach201507142300
Ohio Street Beach,07/14/2015 11:00:00 PM,18.2,12.85,,0.368,8,10.5,07/14/2015 11:00 PM,OhioStreetBeach201507142300
Calumet Beach,07/15/2015 12:00:00 AM,20.2,5.42,,0.314,6,11.5,07/15/2015 12:00 AM,CalumetBeach201507152400
Montrose Beach,07/15/2015 12:00:00 AM,18.6,11.35,,0.574,6,11.2,07/15/2015 12:00 AM,MontroseBeach201507152400
Ohio Street Beach,07/15/2015 12:00:00 AM,18.2,15.16,,0.355,7,10.5,07/15/2015 12:00 AM,OhioStreetBeach201507152400
63rd Street Beach,07/14/2015 10:00:00 PM,19,9.8,,0.522,6,11,07/14/2015 10:00 PM,63rdStreetBeach201507142200
Rainbow Beach,07/14/2015 08:00:00 PM,19.2,13.38,,0.585,5,10.4,07/14/2015 8:00 PM,RainbowBeach201507142000
Calumet Beach,07/15/2015 01:00:00 AM,20.2,5,,0.297,8,11.5,07/15/2015 1:00 AM,CalumetBeach201507150100
63rd Street Beach,07/15/2015 01:00:00 AM,18.7,14.28,,0.569,7,11,07/15/2015 1:00 AM,63rdStreetBeach201507150100
Montrose Beach,07/15/2015 01:00:00 AM,18.5,13.34,,0.615,7,11.2,07/15/2015 1:00 AM,MontroseBeach201507150100
Ohio Street Beach,07/15/2015 01:00:00 AM,18.1,15.03,,0.337,7,10.5,07/15/2015 1:00 AM,OhioStreetBeach201507150100
Calumet Beach,07/15/2015 02:00:00 AM,20.1,7.76,,0.276,7,11.5,07/15/2015 2:00 AM,CalumetBeach201507150200
63rd Street Beach,07/15/2015 02:00:00 AM,18.6,13.69,,0.537,8,11,07/15/2015 2:00 AM,63rdStreetBeach201507150200
Montrose Beach,07/15/2015 02:00:00 AM,17.9,15.17,,0.577,6,11.2,07/15/2015 2:00 AM,MontroseBeach201507150200
Ohio Street Beach,07/15/2015 02:00:00 AM,18,20.97,,0.344,7,10.5,07/15/2015 2:00 AM,OhioStreetBeach201507150200
Osterman Beach,07/14/2015 08:00:00 PM,19.2,4.03,,0.433,4,12.4,07/14/2015 8:00 PM,OstermanBeach201507142000
Calumet Beach,07/15/2015 03:00:00 AM,19.9,6.52,,0.264,8,11.5,07/15/2015 3:00 AM,CalumetBeach201507150300
63rd Street Beach,07/15/2015 03:00:00 AM,18.5,16.38,,0.526,8,11,07/15/2015 3:00 AM,63rdStreetBeach201507150300
Montrose Beach,07/15/2015 03:00:00 AM,17.8,18.07,,0.569,7,11.2,07/15/2015 3:00 AM,MontroseBeach201507150300
Osterman Beach,07/15/2015 01:00:00 AM,18,21.49,,0.77,7,11.3,07/15/2015 1:00 AM,OstermanBeach201507150100
Ohio Street Beach,07/15/2015 03:00:00 AM,18,17.15,,0.336,6,10.5,07/15/2015 3:00 AM,OhioStreetBeach201507150300
Rainbow Beach,07/15/2015 12:00:00 AM,18.8,28.09,,-99999.992,-100000,10.3,07/15/2015 12:00 AM,RainbowBeach201507152400
Calumet Beach,07/15/2015 04:00:00 AM,19.8,10.18,,0.278,7,11.5,07/15/2015 4:00 AM,CalumetBeach201507150400
63rd Street Beach,07/15/2015 04:00:00 AM,18.4,15.46,,0.493,8,10.5,07/15/2015 4:00 AM,63rdStreetBeach201507150400
Montrose Beach,07/15/2015 04:00:00 AM,17.8,16.42,,0.559,7,11.2,07/15/2015 4:00 AM,MontroseBeach201507150400
Osterman Beach,07/15/2015 04:00:00 AM,18,32.07,,0.44,5,11.9,07/15/2015 4:00 AM,OstermanBeach201507150400
Ohio Street Beach,07/15/2015 04:00:00 AM,17.9,17.1,,0.329,5,10.5,07/15/2015 4:00 AM,OhioStreetBeach201507150400
Calumet Beach,07/15/2015 05:00:00 AM,19.8,6.55,,0.26,7,11.5,07/15/2015 5:00 AM,CalumetBeach201507150500
Montrose Beach,07/15/2015 05:00:00 AM,17.8,15.21,,0.518,7,11.2,07/15/2015 5:00 AM,MontroseBeach201507150500
Osterman Beach,07/15/2015 05:00:00 AM,17.8,24.51,,0.432,4,11.9,07/15/2015 5:00 AM,OstermanBeach201507150500
Ohio Street Beach,07/15/2015 05:00:00 AM,17.9,15.05,,0.293,7,10.5,07/15/2015 5:00 AM,OhioStreetBeach201507150500
Rainbow Beach,07/15/2015 01:00:00 AM,18.7,70.63,,-99999.992,-100000,9.8,07/15/2015 1:00 AM,RainbowBeach201507150100
Ohio Street Beach,07/15/2015 06:00:00 AM,17.7,15.24,,0.273,6,10.5,07/15/2015 6:00 AM,OhioStreetBeach201507150600
Rainbow Beach,07/15/2015 05:00:00 AM,18.3,25.92,,-99999.992,-100000,10.2,07/15/2015 5:00 AM,RainbowBeach201507150500
63rd Street Beach,07/15/2015 05:00:00 AM,18.3,13.81,,0.48,7,11,07/15/2015 5:00 AM,63rdStreetBeach201507150500
Calumet Beach,07/15/2015 07:00:00 AM,19.7,6.41,,0.239,6,11.5,07/15/2015 7:00 AM,CalumetBeach201507150700
63rd Street Beach,07/15/2015 07:00:00 AM,18.2,14.79,,0.444,7,11,07/15/2015 7:00 AM,63rdStreetBeach201507150700
Montrose Beach,07/15/2015 07:00:00 AM,17.9,13.16,,0.491,7,11.2,07/15/2015 7:00 AM,MontroseBeach201507150700
Osterman Beach,07/15/2015 07:00:00 AM,17.7,18.46,,0.391,4,11.9,07/15/2015 7:00 AM,OstermanBeach201507150700
Ohio Street Beach,07/15/2015 07:00:00 AM,17.8,9.73,,0.263,6,10.5,07/15/2015 7:00 AM,OhioStreetBeach201507150700
Rainbow Beach,07/15/2015 06:00:00 AM,18.3,23.87,,-99999.992,-100000,10.2,07/15/2015 6:00 AM,RainbowBeach201507150600
Calumet Beach,07/15/2015 08:00:00 AM,19.7,4.98,,0.24,7,11.5,07/15/2015 8:00 AM,CalumetBeach201507150800
63rd Street Beach,07/15/2015 08:00:00 AM,18.2,17.39,,0.453,7,11,07/15/2015 8:00 AM,63rdStreetBeach201507150800
Montrose Beach,07/15/2015 08:00:00 AM,17.9,13.18,,0.451,7,11.2,07/15/2015 8:00 AM,MontroseBeach201507150800
Osterman Beach,07/15/2015 08:00:00 AM,17.7,20.89,,0.354,7,11.9,07/15/2015 8:00 AM,OstermanBeach201507150800
Ohio Street Beach,07/15/2015 08:00:00 AM,17.7,10.65,,0.247,7,10.4,07/15/2015 8:00 AM,OhioStreetBeach201507150800
Rainbow Beach,07/15/2015 07:00:00 AM,18.3,25.81,,-99999.992,-100000,10.3,07/15/2015 7:00 AM,RainbowBeach201507150700
Calumet Beach,07/15/2015 09:00:00 AM,19.9,5.09,,0.223,7,11.5,07/15/2015 9:00 AM,CalumetBeach201507150900
63rd Street Beach,07/15/2015 09:00:00 AM,18.4,14.63,,0.38,7,11,07/15/2015 9:00 AM,63rdStreetBeach201507150900
Montrose Beach,07/15/2015 09:00:00 AM,18,12,,0.434,6,11.2,07/15/2015 9:00 AM,MontroseBeach201507150900
Osterman Beach,07/15/2015 09:00:00 AM,17.9,19.48,,0.347,6,11.9,07/15/2015 9:00 AM,OstermanBeach201507150900
Ohio Street Beach,07/15/2015 09:00:00 AM,17.8,11.4,,0.238,6,10.5,07/15/2015 9:00 AM,OhioStreetBeach201507150900
Rainbow Beach,07/15/2015 08:00:00 AM,18.4,25.08,,-99999.992,-100000,10.2,07/15/2015 8:00 AM,RainbowBeach201507150800
Calumet Beach,07/15/2015 10:00:00 AM,20,5.34,,0.211,7,11.5,07/15/2015 10:00 AM,CalumetBeach201507151000
63rd Street Beach,07/15/2015 10:00:00 AM,18.5,16.09,,0.406,6,11,07/15/2015 10:00 AM,63rdStreetBeach201507151000
Montrose Beach,07/15/2015 10:00:00 AM,18,14.47,,0.456,7,11.2,07/15/2015 10:00 AM,MontroseBeach201507151000
Osterman Beach,07/15/2015 10:00:00 AM,18,17.3,,0.367,7,11.9,07/15/2015 10:00 AM,OstermanBeach201507151000
Ohio Street Beach,07/15/2015 10:00:00 AM,18,11.77,,0.256,6,10.4,07/15/2015 10:00 AM,OhioStreetBeach201507151000
Rainbow Beach,07/15/2015 09:00:00 AM,18.6,20.28,,-99999.992,-100000,10.3,07/15/2015 9:00 AM,RainbowBeach201507150900
Calumet Beach,07/15/2015 11:00:00 AM,20.2,5.43,,0.204,6,11.5,07/15/2015 11:00 AM,CalumetBeach201507151100
63rd Street Beach,07/15/2015 11:00:00 AM,18.9,13.78,,0.392,5,11,07/15/2015 11:00 AM,63rdStreetBeach201507151100
Montrose Beach,07/15/2015 11:00:00 AM,18.2,11.58,,0.435,6,11.2,07/15/2015 11:00 AM,MontroseBeach201507151100
Osterman Beach,07/15/2015 11:00:00 AM,18.2,17.72,,0.343,6,11.9,07/15/2015 11:00 AM,OstermanBeach201507151100
Ohio Street Beach,07/15/2015 11:00:00 AM,18.3,11.01,,0.265,6,10.5,07/15/2015 11:00 AM,OhioStreetBeach201507151100
Rainbow Beach,07/15/2015 10:00:00 AM,18.8,18.44,,-99999.992,-100000,10.3,07/15/2015 10:00 AM,RainbowBeach201507151000
Calumet Beach,07/15/2015 12:00:00 PM,20.4,5.18,,0.234,6,11.4,07/15/2015 12:00 PM,CalumetBeach201507151200
63rd Street Beach,07/15/2015 12:00:00 PM,19.5,14.37,,0.39,6,11,07/15/2015 12:00 PM,63rdStreetBeach201507151200
Montrose Beach,07/15/2015 12:00:00 PM,18.3,10.91,,0.456,5,11.2,07/15/2015 12:00 PM,MontroseBeach201507151200
Osterman Beach,07/15/2015 12:00:00 PM,18.4,22.05,,0.339,4,11.9,07/15/2015 12:00 PM,OstermanBeach201507151200
Ohio Street Beach,07/15/2015 12:00:00 PM,18.6,11.66,,0.272,5,10.4,07/15/2015 12:00 PM,OhioStreetBeach201507151200
Rainbow Beach,07/15/2015 11:00:00 AM,19.1,18.4,,-99999.992,-100000,10.1,07/15/2015 11:00 AM,RainbowBeach201507151100
Calumet Beach,07/15/2015 01:00:00 PM,20.6,5.29,,0.202,6,11.5,07/15/2015 1:00 PM,CalumetBeach201507151300
63rd Street Beach,07/15/2015 01:00:00 PM,19.8,15.14,,0.401,6,11,07/15/2015 1:00 PM,63rdStreetBeach201507151300
Montrose Beach,07/15/2015 01:00:00 PM,18.5,11.72,,0.413,6,11.2,07/15/2015 1:00 PM,MontroseBeach201507151300
Osterman Beach,07/15/2015 01:00:00 PM,18.7,17.52,,0.341,4,11.9,07/15/2015 1:00 PM,OstermanBeach201507151300
Ohio Street Beach,07/15/2015 01:00:00 PM,19.5,11.75,,0.255,4,10.4,07/15/2015 1:00 PM,OhioStreetBeach201507151300
Rainbow Beach,07/15/2015 12:00:00 PM,19.4,19.35,,-99999.992,-100000,10.3,07/15/2015 12:00 PM,RainbowBeach201507151200
Calumet Beach,07/15/2015 02:00:00 PM,20.8,4.69,,0.209,3,11.5,07/15/2015 2:00 PM,CalumetBeach201507151400
63rd Street Beach,07/15/2015 02:00:00 PM,19.8,12.93,,0.349,5,11,07/15/2015 2:00 PM,63rdStreetBeach201507151400
Montrose Beach,07/15/2015 02:00:00 PM,18.7,11.36,,0.41,6,11.2,07/15/2015 2:00 PM,MontroseBeach201507151400
Osterman Beach,07/15/2015 02:00:00 PM,19.1,16.39,,0.318,6,11.9,07/15/2015 2:00 PM,OstermanBeach201507151400
Ohio Street Beach,07/15/2015 02:00:00 PM,19.2,11.69,,0.237,5,10.4,07/15/2015 2:00 PM,OhioStreetBeach201507151400
Rainbow Beach,07/15/2015 01:00:00 PM,19.7,18.4,,-99999.992,-100000,10.3,07/15/2015 1:00 PM,RainbowBeach201507151300
Calumet Beach,07/15/2015 03:00:00 PM,21,4.4,,0.198,6,11.5,07/15/2015 3:00 PM,CalumetBeach201507151500
63rd Street Beach,07/15/2015 03:00:00 PM,20,15.21,,0.366,5,11,07/15/2015 3:00 PM,63rdStreetBeach201507151500
Montrose Beach,07/15/2015 03:00:00 PM,18.9,12.59,,0.393,6,11.1,07/15/2015 3:00 PM,MontroseBeach201507151500
Osterman Beach,07/15/2015 03:00:00 PM,19.2,17.38,,0.309,4,11.9,07/15/2015 3:00 PM,OstermanBeach201507151500
Ohio Street Beach,07/15/2015 03:00:00 PM,20.5,9.94,,0.238,4,10.4,07/15/2015 3:00 PM,OhioStreetBeach201507151500
Rainbow Beach,07/15/2015 02:00:00 PM,20,20.16,,-99999.992,-100000,10.3,07/15/2015 2:00 PM,RainbowBeach201507151400
Calumet Beach,07/15/2015 04:00:00 PM,21.1,4.34,,0.199,6,11.4,07/15/2015 4:00 PM,CalumetBeach201507151600
Montrose Beach,07/15/2015 04:00:00 PM,19,13.2,,0.375,7,11.1,07/15/2015 4:00 PM,MontroseBeach201507151600
Osterman Beach,07/15/2015 04:00:00 PM,19.4,17.08,,0.3,5,11.9,07/15/2015 4:00 PM,OstermanBeach201507151600
Ohio Street Beach,07/15/2015 04:00:00 PM,20.4,7.07,,0.232,6,10.4,07/15/2015 4:00 PM,OhioStreetBeach201507151600
Rainbow Beach,07/15/2015 03:00:00 PM,19.9,11.36,,-99999.992,-100000,10.3,07/15/2015 3:00 PM,RainbowBeach201507151500
Calumet Beach,07/15/2015 05:00:00 PM,21.2,4.9,,0.193,6,11.5,07/15/2015 5:00 PM,CalumetBeach201507151700
Montrose Beach,07/15/2015 05:00:00 PM,19,11.3,,0.364,6,11.1,07/15/2015 5:00 PM,MontroseBeach201507151700
Osterman Beach,07/15/2015 05:00:00 PM,19.4,16.8,,0.297,4,11.9,07/15/2015 5:00 PM,OstermanBeach201507151700
Ohio Street Beach,07/15/2015 05:00:00 PM,20.6,6.49,,0.222,5,10.4,07/15/2015 5:00 PM,OhioStreetBeach201507151700
Rainbow Beach,07/15/2015 04:00:00 PM,20.5,20.8,,-99999.992,-100000,10.3,07/15/2015 4:00 PM,RainbowBeach201507151600
63rd Street Beach,07/15/2015 04:00:00 PM,20.1,13.92,,0.355,4,11,07/15/2015 4:00 PM,63rdStreetBeach201507151600
Calumet Beach,07/15/2015 06:00:00 PM,21.1,4.28,,0.186,4,11.5,07/15/2015 6:00 PM,CalumetBeach201507151800
63rd Street Beach,07/15/2015 06:00:00 PM,19.8,12.15,,0.331,7,11,07/15/2015 6:00 PM,63rdStreetBeach201507151800
Montrose Beach,07/15/2015 06:00:00 PM,19,11.25,,0.346,5,11.1,07/15/2015 6:00 PM,MontroseBeach201507151800
Osterman Beach,07/15/2015 06:00:00 PM,19.4,18.31,,0.275,4,11.9,07/15/2015 6:00 PM,OstermanBeach201507151800
Ohio Street Beach,07/15/2015 06:00:00 PM,20.3,6.79,,0.221,4,10.4,07/15/2015 6:00 PM,OhioStreetBeach201507151800
Rainbow Beach,07/15/2015 05:00:00 PM,20.2,12.77,,-99999.992,-100000,10.3,07/15/2015 5:00 PM,RainbowBeach201507151700
Calumet Beach,07/15/2015 07:00:00 PM,20.7,4.11,,0.183,6,11.4,07/15/2015 7:00 PM,CalumetBeach201507151900
63rd Street Beach,07/15/2015 07:00:00 PM,19.8,10.96,,0.317,5,11,07/15/2015 7:00 PM,63rdStreetBeach201507151900
Montrose Beach,07/15/2015 07:00:00 PM,19,11.6,,0.324,6,11.1,07/15/2015 7:00 PM,MontroseBeach201507151900
Osterman Beach,07/15/2015 07:00:00 PM,19.3,16.01,,0.25,4,11.9,07/15/2015 7:00 PM,OstermanBeach201507151900
Ohio Street Beach,07/15/2015 07:00:00 PM,20.3,8.24,,0.208,4,10.4,07/15/2015 7:00 PM,OhioStreetBeach201507151900
Rainbow Beach,07/15/2015 06:00:00 PM,20,11.87,,-99999.992,-100000,10.3,07/15/2015 6:00 PM,RainbowBeach201507151800
Calumet Beach,07/15/2015 08:00:00 PM,20.7,4.16,,0.176,6,11.5,07/15/2015 8:00 PM,CalumetBeach201507152000
63rd Street Beach,07/15/2015 08:00:00 PM,19.6,11.53,,0.308,5,11,07/15/2015 8:00 PM,63rdStreetBeach201507152000
Montrose Beach,07/15/2015 08:00:00 PM,18.9,10.92,,0.307,6,11.1,07/15/2015 8:00 PM,MontroseBeach201507152000
Osterman Beach,07/15/2015 08:00:00 PM,19.2,14.52,,0.253,4,11.9,07/15/2015 8:00 PM,OstermanBeach201507152000
Ohio Street Beach,07/15/2015 08:00:00 PM,20,11.97,,0.208,5,10.4,07/15/2015 8:00 PM,OhioStreetBeach201507152000
Rainbow Beach,07/15/2015 07:00:00 PM,19.9,14.42,,-99999.992,-100000,10.3,07/15/2015 7:00 PM,RainbowBeach201507151900
Calumet Beach,07/15/2015 09:00:00 PM,20.6,4.17,,0.17,3,11.4,07/15/2015 9:00 PM,CalumetBeach201507152100
63rd Street Beach,07/15/2015 09:00:00 PM,19.5,11.52,,0.301,6,11,07/15/2015 9:00 PM,63rdStreetBeach201507152100
Montrose Beach,07/15/2015 09:00:00 PM,18.9,9.93,,0.294,5,11.1,07/15/2015 9:00 PM,MontroseBeach201507152100
Osterman Beach,07/15/2015 09:00:00 PM,19.1,13.57,,0.25,4,11.9,07/15/2015 9:00 PM,OstermanBeach201507152100
Ohio Street Beach,07/15/2015 09:00:00 PM,20,8.07,,0.194,6,10.4,07/15/2015 9:00 PM,OhioStreetBeach201507152100
Rainbow Beach,07/15/2015 08:00:00 PM,19.7,12.31,,-99999.992,-100000,10.3,07/15/2015 8:00 PM,RainbowBeach201507152000
Calumet Beach,07/15/2015 10:00:00 PM,20.5,4.37,,0.185,6,11.4,07/15/2015 10:00 PM,CalumetBeach201507152200
63rd Street Beach,07/15/2015 10:00:00 PM,19.3,11.32,,0.291,6,11,07/15/2015 10:00 PM,63rdStreetBeach201507152200
Montrose Beach,07/15/2015 10:00:00 PM,18.8,9.44,,0.269,4,11.1,07/15/2015 10:00 PM,MontroseBeach201507152200
Osterman Beach,07/15/2015 10:00:00 PM,19.1,14.24,,0.238,4,11.9,07/15/2015 10:00 PM,OstermanBeach201507152200
Ohio Street Beach,07/15/2015 10:00:00 PM,19.8,7.88,,0.181,5,10.4,07/15/2015 10:00 PM,OhioStreetBeach201507152200
Rainbow Beach,07/15/2015 09:00:00 PM,19.6,12.82,,-99999.992,-100000,10.2,07/15/2015 9:00 PM,RainbowBeach201507152100
Calumet Beach,07/15/2015 11:00:00 PM,20.8,4.39,,0.177,5,11.4,07/15/2015 11:00 PM,CalumetBeach201507152300
63rd Street Beach,07/15/2015 11:00:00 PM,19.2,10.8,,0.261,6,11,07/15/2015 11:00 PM,63rdStreetBeach201507152300
Montrose Beach,07/15/2015 11:00:00 PM,18.8,9.08,,0.288,6,11.1,07/15/2015 11:00 PM,MontroseBeach201507152300
Osterman Beach,07/15/2015 11:00:00 PM,19,12.74,,0.236,6,11.9,07/15/2015 11:00 PM,OstermanBeach201507152300
Ohio Street Beach,07/15/2015 11:00:00 PM,19.7,6.4,,0.183,5,10.4,07/15/2015 11:00 PM,OhioStreetBeach201507152300
Rainbow Beach,07/15/2015 10:00:00 PM,19.6,17.65,,-99999.992,-100000,10.3,07/15/2015 10:00 PM,RainbowBeach201507152200
Calumet Beach,07/16/2015 12:00:00 AM,20.7,4.5,,0.17,6,11.4,07/16/2015 12:00 AM,CalumetBeach201507162400
63rd Street Beach,07/16/2015 12:00:00 AM,19.2,10.04,,0.27,6,11,07/16/2015 12:00 AM,63rdStreetBeach201507162400
Montrose Beach,07/16/2015 12:00:00 AM,18.8,9.14,,0.301,6,11.1,07/16/2015 12:00 AM,MontroseBeach201507162400
Osterman Beach,07/16/2015 12:00:00 AM,18.9,14.35,,0.244,4,11.9,07/16/2015 12:00 AM,OstermanBeach201507162400
Ohio Street Beach,07/16/2015 12:00:00 AM,19.5,6.15,,0.175,5,10.4,07/16/2015 12:00 AM,OhioStreetBeach201507162400
Rainbow Beach,07/15/2015 11:00:00 PM,19.5,14.81,,-99999.992,-100000,10.3,07/15/2015 11:00 PM,RainbowBeach201507152300
Calumet Beach,07/16/2015 01:00:00 AM,20.7,4.15,,0.177,3,11.4,07/16/2015 1:00 AM,CalumetBeach201507160100
63rd Street Beach,07/16/2015 01:00:00 AM,19.5,12.92,,0.256,4,11,07/16/2015 1:00 AM,63rdStreetBeach201507160100
Montrose Beach,07/16/2015 01:00:00 AM,18.7,8.96,,0.278,6,11.1,07/16/2015 1:00 AM,MontroseBeach201507160100
Osterman Beach,07/16/2015 01:00:00 AM,18.9,13.75,,0.226,4,11.9,07/16/2015 1:00 AM,OstermanBeach201507160100
Ohio Street Beach,07/16/2015 01:00:00 AM,19.4,6.36,,0.166,4,10.4,07/16/2015 1:00 AM,OhioStreetBeach201507160100
Rainbow Beach,07/16/2015 12:00:00 AM,19.7,10.52,,-99999.992,-100000,10.3,07/16/2015 12:00 AM,RainbowBeach201507162400
Calumet Beach,07/16/2015 02:00:00 AM,20.6,4.21,,0.176,5,11.4,07/16/2015 2:00 AM,CalumetBeach201507160200
63rd Street Beach,07/16/2015 02:00:00 AM,19.5,11.83,,0.269,5,11,07/16/2015 2:00 AM,63rdStreetBeach201507160200
Montrose Beach,07/16/2015 02:00:00 AM,18.7,8.3,,0.28,4,11.1,07/16/2015 2:00 AM,MontroseBeach201507160200
Osterman Beach,07/16/2015 02:00:00 AM,18.8,12.52,,0.242,4,11.9,07/16/2015 2:00 AM,OstermanBeach201507160200
Ohio Street Beach,07/16/2015 02:00:00 AM,19.3,6.14,,0.176,4,10.4,07/16/2015 2:00 AM,OhioStreetBeach201507160200
Rainbow Beach,07/16/2015 01:00:00 AM,19.5,11.21,,-99999.992,-100000,10.3,07/16/2015 1:00 AM,RainbowBeach201507160100
Calumet Beach,07/16/2015 03:00:00 AM,20.5,4.55,,0.176,5,11.4,07/16/2015 3:00 AM,CalumetBeach201507160300
63rd Street Beach,07/16/2015 03:00:00 AM,19.4,11.63,,0.251,5,11,07/16/2015 3:00 AM,63rdStreetBeach201507160300
Montrose Beach,07/16/2015 03:00:00 AM,18.7,8.04,,0.266,5,11.1,07/16/2015 3:00 AM,MontroseBeach201507160300
Osterman Beach,07/16/2015 03:00:00 AM,18.8,12.62,,0.227,5,11.8,07/16/2015 3:00 AM,OstermanBeach201507160300
Ohio Street Beach,07/16/2015 03:00:00 AM,19.2,7.34,,0.174,5,10.4,07/16/2015 3:00 AM,OhioStreetBeach201507160300
Rainbow Beach,07/16/2015 02:00:00 AM,19.4,11.63,,-99999.992,-100000,10.3,07/16/2015 2:00 AM,RainbowBeach201507160200
Calumet Beach,07/16/2015 04:00:00 AM,20.3,4.12,,0.169,4,11.4,07/16/2015 4:00 AM,CalumetBeach201507160400
Montrose Beach,07/16/2015 04:00:00 AM,18.7,8.46,,0.262,5,11.1,07/16/2015 4:00 AM,MontroseBeach201507160400
Osterman Beach,07/16/2015 04:00:00 AM,18.8,11.95,,0.231,3,11.8,07/16/2015 4:00 AM,OstermanBeach201507160400
Ohio Street Beach,07/16/2015 04:00:00 AM,19.1,7.45,,0.177,5,10.4,07/16/2015 4:00 AM,OhioStreetBeach201507160400
Rainbow Beach,07/16/2015 03:00:00 AM,19.4,11.08,,-99999.992,-100000,10.3,07/16/2015 3:00 AM,RainbowBeach201507160300
Calumet Beach,07/16/2015 05:00:00 AM,20.2,4.16,,0.158,4,11.4,07/16/2015 5:00 AM,CalumetBeach201507160500
Montrose Beach,07/16/2015 05:00:00 AM,18.7,9.13,,0.272,4,11.1,07/16/2015 5:00 AM,MontroseBeach201507160500
Osterman Beach,07/16/2015 05:00:00 AM,18.8,12.23,,0.225,4,11.8,07/16/2015 5:00 AM,OstermanBeach201507160500
Ohio Street Beach,07/16/2015 05:00:00 AM,19.1,7.57,,0.162,4,10.4,07/16/2015 5:00 AM,OhioStreetBeach201507160500
Rainbow Beach,07/16/2015 04:00:00 AM,19.3,11.01,,-99999.992,-100000,10.3,07/16/2015 4:00 AM,RainbowBeach201507160400
63rd Street Beach,07/16/2015 04:00:00 AM,19.3,11.24,,0.248,4,11,07/16/2015 4:00 AM,63rdStreetBeach201507160400
Calumet Beach,07/16/2015 09:00:00 AM,20,3.6,,0.132,4,11.4,07/16/2015 9:00 AM,CalumetBeach201507160900
Calumet Beach,07/16/2015 06:00:00 AM,20.1,3.5,,0.153,3,11.4,07/16/2015 6:00 AM,CalumetBeach201507160600
63rd Street Beach,07/16/2015 06:00:00 AM,19.2,12.13,,0.23,5,11,07/16/2015 6:00 AM,63rdStreetBeach201507160600
Montrose Beach,07/16/2015 06:00:00 AM,18.7,8.55,,0.256,4,11.1,07/16/2015 6:00 AM,MontroseBeach201507160600
Osterman Beach,07/16/2015 06:00:00 AM,18.7,12.45,,0.224,4,11.8,07/16/2015 6:00 AM,OstermanBeach201507160600
Ohio Street Beach,07/16/2015 06:00:00 AM,19,7.01,,0.164,4,10.4,07/16/2015 6:00 AM,OhioStreetBeach201507160600
Rainbow Beach,07/16/2015 05:00:00 AM,19.3,10.08,,-99999.992,-100000,10.3,07/16/2015 5:00 AM,RainbowBeach201507160500
Montrose Beach,06/10/2016 04:00:00 PM,17,0,,0.123,9,11.2,06/10/2016 4:00 PM,MontroseBeach201606101600
Ohio Street Beach,06/10/2016 04:00:00 PM,16.5,1.59,,0.15,3,11.1,06/10/2016 4:00 PM,OhioStreetBeach201606101600
Calumet Beach,06/10/2016 11:00:00 PM,16.4,1.31,,0.082,3,11,06/10/2016 11:00 PM,CalumetBeach201606102300
Montrose Beach,06/10/2016 11:00:00 PM,16.5,0,,0.09,9,11.2,06/10/2016 11:00 PM,MontroseBeach201606102300
Ohio Street Beach,06/10/2016 11:00:00 PM,16.3,0.93,,0.142,4,11.2,06/10/2016 11:00 PM,OhioStreetBeach201606102300
Calumet Beach,07/23/2016 11:00:00 AM,21.8,1.35,,0.154,3,10.8,07/23/2016 11:00 AM,CalumetBeach201607231100
Montrose Beach,07/23/2016 11:00:00 AM,22.6,0,,0.11,3,11,07/23/2016 11:00 AM,MontroseBeach201607231100
Calumet Beach,07/23/2016 01:00:00 PM,23.9,1.03,,0.211,2,10.7,07/23/2016 1:00 PM,CalumetBeach201607231300
Montrose Beach,07/23/2016 01:00:00 PM,22.7,0,,0.16,7,11,07/23/2016 1:00 PM,MontroseBeach201607231300
Ohio Street Beach,07/23/2016 01:00:00 PM,21.1,1.5,,0.184,4,10.8,07/23/2016 1:00 PM,OhioStreetBeach201607231300
Calumet Beach,07/23/2016 02:00:00 PM,23.4,1.37,,0.214,4,10.8,07/23/2016 2:00 PM,CalumetBeach201607231400
Montrose Beach,07/23/2016 02:00:00 PM,23.3,0,,0.227,3,11,07/23/2016 2:00 PM,MontroseBeach201607231400
Ohio Street Beach,07/23/2016 02:00:00 PM,21.1,1.7,,0.162,4,10.8,07/23/2016 2:00 PM,OhioStreetBeach201607231400
Calumet Beach,07/23/2016 03:00:00 PM,23.9,1.13,,0.223,2,10.8,07/23/2016 3:00 PM,CalumetBeach201607231500
Montrose Beach,07/23/2016 03:00:00 PM,23.2,0,,0.167,4,11,07/23/2016 3:00 PM,MontroseBeach201607231500
Ohio Street Beach,07/23/2016 03:00:00 PM,21,1.78,,0.165,3,10.8,07/23/2016 3:00 PM,OhioStreetBeach201607231500
Calumet Beach,07/23/2016 04:00:00 PM,24.2,1.2,,0.209,4,10.8,07/23/2016 4:00 PM,CalumetBeach201607231600
Montrose Beach,07/23/2016 04:00:00 PM,22.8,0,,0.201,3,11,07/23/2016 4:00 PM,MontroseBeach201607231600
